0.33	0.515	0.625	0.67	0.885	0.415	0.515	0.525	0.073	0.017	0.021	0.037	0.035	0.04	0.028	0.034
0.33	0.515	0.625	0.67	0.885	0.415	0.515	0.525	0.146	0.034	0.042	0.074	0.07	0.08	0.056	0.068
0.33	0.515	0.625	0.67	0.885	0.415	0.515	0.525	0.219	0.051	0.063	0.111	0.105	0.12	0.084	0.102
0.33	0.515	0.625	0.67	0.885	0.415	0.515	0.525	0.292	0.068	0.084	0.148	0.14	0.16	0.112	0.136
0.33	0.515	0.625	0.67	0.885	0.415	0.515	0.525	0.365	0.085	0.105	0.185	0.175	0.2	0.14	0.17
0.33	0.515	0.625	0.67	0.885	0.415	0.515	0.525	0.438	0.102	0.126	0.222	0.21	0.24	0.168	0.204
0.33	0.515	0.625	0.67	0.885	0.415	0.515	0.525	0.511	0.119	0.147	0.259	0.245	0.28	0.196	0.238
0.33	0.515	0.625	0.67	0.885	0.415	0.515	0.525	0.584	0.136	0.168	0.296	0.28	0.32	0.224	0.272
0.33	0.515	0.625	0.67	0.885	0.415	0.515	0.525	0.657	0.153	0.189	0.333	0.315	0.36	0.252	0.306
0.33	0.515	0.625	0.67	0.885	0.415	0.515	0.525	0.73	0.17	0.21	0.37	0.35	0.4	0.28	0.34
