0.038699 0.064647 0.012751 0.009116 0.018809 0.034481 0.060024 0.008937 0.011638 0.004436 0.043378 0.063918 0.022838 0.011259 0.042136 0.037313 0.063713 0.010914 0.013358 0.00684
0.057822 0.063489 0.052154 0.06025 0.038661 0.025308 0.03256 0.018055 0.019371 0.015863 0.063596 0.060849 0.066343 0.055035 0.08519 0.035993 0.040257 0.031729 0.021472 0.048825
0.060002 0.062404 0.057601 0.065189 0.044954 0.023747 0.039171 0.008322 0.008224 0.008485 0.068442 0.059532 0.077352 0.056489 0.112126 0.037795 0.044206 0.031385 0.018896 0.052198
0.054268 0.062177 0.046359 0.054648 0.032544 0.024332 0.041798 0.006865 0.007613 0.005618 0.065331 0.05928 0.071382 0.042235 0.11996 0.037661 0.045306 0.030017 0.019611 0.047359
0.048569 0.062098 0.03504 0.039809 0.027091 0.028096 0.044809 0.011382 0.012244 0.009946 0.063165 0.059201 0.067129 0.034139 0.122113 0.039105 0.046608 0.031601 0.025644 0.041529
0.045525 0.062075 0.028976 0.032265 0.023493 0.032795 0.0479 0.017691 0.018092 0.017023 0.061464 0.059178 0.063749 0.028378 0.122702 0.041936 0.047866 0.036006 0.036198 0.035684
0.046645 0.062068 0.031222 0.03028 0.032792 0.037638 0.051168 0.024108 0.024117 0.024093 0.064474 0.059172 0.069775 0.037923 0.122863 0.044929 0.049128 0.04073 0.047216 0.029922
0.049871 0.062066 0.037677 0.033182 0.045168 0.042879 0.054603 0.031155 0.031164 0.031139 0.069381 0.05917 0.079592 0.053603 0.122908 0.04807 0.050481 0.045659 0.058543 0.024186
0.055493 0.062066 0.048921 0.03908 0.065322 0.047987 0.058111 0.037864 0.037657 0.038209 0.074288 0.059169 0.089406 0.069298 0.12292 0.05129 0.051861 0.050719 0.070096 0.018423
0.064019 0.062065 0.065972 0.054265 0.085485 0.053028 0.061511 0.044545 0.043296 0.046627 0.079559 0.059169 0.099949 0.086164 0.122923 0.054574 0.053271 0.055876 0.081841 0.012602
0.020325 0.027023 0.013626 0.008316 0.022476 0.02142 0.033985 0.008855 0.010191 0.006628 0.027373 0.031284 0.023463 0.012259 0.042136 0.026579 0.042411 0.010746 0.01309 0.00684
0.040489 0.026074 0.054904 0.06025 0.045994 0.037225 0.049895 0.024555 0.025371 0.023197 0.049048 0.030115 0.067982 0.057657 0.08519 0.04637 0.05201 0.040729 0.035872 0.048825
0.043517 0.025309 0.061726 0.065189 0.055954 0.030539 0.043943 0.017134 0.015724 0.019485 0.055762 0.02978 0.081744 0.063515 0.112126 0.04774 0.051859 0.043622 0.038476 0.052198
0.038493 0.025128 0.051859 0.054648 0.04721 0.029299 0.041803 0.016795 0.017029 0.016405 0.054594 0.029994 0.079194 0.054735 0.11996 0.048571 0.051494 0.045648 0.044621 0.047359
0.03114 0.025075 0.037204 0.039809 0.032863 0.027722 0.039322 0.016121 0.018395 0.012332 0.052656 0.030064 0.075248 0.047129 0.122113 0.049406 0.050969 0.047844 0.051632 0.041529
0.023137 0.02506 0.021214 0.023768 0.016957 0.025955 0.036804 0.015106 0.019361 0.008015 0.051568 0.030084 0.073052 0.043261 0.122702 0.050409 0.050424 0.050395 0.059221 0.035684
0.018798 0.025056 0.012541 0.015231 0.008058 0.024028 0.034165 0.013892 0.019883 0.003907 0.055144 0.030089 0.080199 0.054601 0.122863 0.051546 0.049888 0.053205 0.067175 0.029922
0.020551 0.025055 0.016048 0.016176 0.015834 0.023021 0.032004 0.014039 0.019853 0.004348 0.058932 0.03009 0.087774 0.066693 0.122908 0.052804 0.04943 0.056178 0.075374 0.024186
0.026575 0.025055 0.028096 0.02556 0.032322 0.02301 0.030553 0.015466 0.020849 0.006494 0.062715 0.030091 0.095339 0.078791 0.12292 0.054111 0.04897 0.059251 0.083748 0.018423
0.034824 0.025055 0.044593 0.042058 0.048818 0.023699 0.029151 0.018246 0.023218 0.00996 0.068145 0.030091 0.106199 0.096164 0.122923 0.055449 0.048503 0.062394 0.09227 0.012602
0.018173 0.022343 0.014003 0.007719 0.024476 0.018889 0.025611 0.012167 0.014291 0.008628 0.022802 0.021953 0.02365 0.012559 0.042136 0.01042 0.011238 0.009601 0.011258 0.00684
