0.157684 0.165055 0.150313 0.156310 0.140317
0.169836 0.188155 0.151518 0.144200 0.163714
0.164985 0.181815 0.148156 0.141822 0.158713
0.165101 0.176198 0.154004 0.151953 0.157423
0.165628 0.171161 0.160095 0.162033 0.156864
0.167258 0.168218 0.166298 0.171966 0.156850
0.169035 0.165442 0.172629 0.181792 0.157357
0.171981 0.162786 0.181177 0.191526 0.163928
0.176309 0.160245 0.192372 0.201169 0.177711
0.180598 0.157816 0.203379 0.210715 0.191151
0.047690 0.047144 0.048235 0.058167 0.031681
0.054436 0.049963 0.058908 0.079237 0.025026
0.047275 0.050939 0.043611 0.058768 0.018350
0.039873 0.049956 0.029791 0.037043 0.017704
0.036216 0.049028 0.023404 0.026931 0.017524
0.037762 0.048192 0.027333 0.033435 0.017162
0.040195 0.047443 0.032946 0.042775 0.016565
0.044348 0.046774 0.041922 0.057628 0.015746
0.048423 0.046178 0.050668 0.072234 0.014724
0.053480 0.045649 0.061310 0.089985 0.013519
0.040366 0.043012 0.037720 0.045143 0.025349
0.046117 0.032659 0.059576 0.089692 0.009383
0.038768 0.031887 0.045648 0.069741 0.005495
0.031197 0.031244 0.031151 0.047064 0.004629
0.023970 0.030536 0.017404 0.025136 0.004516
0.018939 0.029831 0.008047 0.010198 0.004464
0.021071 0.029127 0.013016 0.018200 0.004377
0.026728 0.028422 0.025033 0.037115 0.004895
0.032655 0.027718 0.037592 0.056769 0.005629
0.038463 0.027016 0.049909 0.075921 0.006556
0.035169 0.049517 0.020820 0.017022 0.027150
0.049988 0.041728 0.058247 0.080364 0.021386
0.042147 0.039260 0.045034 0.066491 0.009272
0.034429 0.038745 0.030114 0.044694 0.005814
0.027321 0.038216 0.016426 0.023532 0.004583
0.022214 0.037584 0.006844 0.008740 0.003683
0.023973 0.036849 0.011098 0.016114 0.002737
0.029315 0.036017 0.022614 0.034665 0.002529
0.034349 0.035099 0.033600 0.052449 0.002186
0.039114 0.034109 0.044120 0.069552 0.001734
0.043362 0.052919 0.033805 0.021067 0.055033
0.057472 0.055156 0.059787 0.078896 0.027940
0.058902 0.055808 0.061996 0.068608 0.050976
0.056454 0.053891 0.059017 0.054059 0.067281
0.053726 0.051658 0.055794 0.041150 0.080203
0.051245 0.049489 0.053000 0.029834 0.091610
0.051933 0.047772 0.056095 0.028452 0.102166
0.053826 0.046242 0.061410 0.030937 0.112199
0.060050 0.045510 0.074591 0.046176 0.121948
0.066094 0.044966 0.087222 0.060589 0.131609
0.018526 0.019968 0.017084 0.008503 0.031386
0.033899 0.021809 0.045989 0.066999 0.010972
0.029229 0.020796 0.037662 0.056687 0.005954
0.021405 0.020164 0.022646 0.034184 0.003416
0.017753 0.019891 0.015615 0.023246 0.002895
0.016873 0.019664 0.014082 0.020730 0.003001
0.020234 0.019438 0.021030 0.031939 0.002848
0.024451 0.019203 0.029700 0.046006 0.002523
0.029306 0.018956 0.039656 0.062047 0.002337
0.033979 0.018931 0.049027 0.076870 0.002623
0.015621 0.023762 0.007479 0.007467 0.007499
0.042523 0.023393 0.061652 0.074405 0.040398
0.038239 0.022671 0.053806 0.065457 0.034389
0.029601 0.021794 0.037407 0.042343 0.029181
