0.044636 0.080402 0.00887 0.009075 0.00853 0.040799 0.070277 0.011321 0.011791 0.010536 0.048518 0.081908 0.015127 0.016178 0.013375 0.042929 0.071736 0.014122 0.016938 0.009429
0.066017 0.079323 0.052711 0.057888 0.044082 0.035512 0.063817 0.007207 0.007076 0.007425 0.06117 0.082072 0.040268 0.029336 0.058487 0.037888 0.06825 0.007527 0.008496 0.005911
0.071336 0.078695 0.063976 0.068224 0.056897 0.036735 0.063098 0.010372 0.01147 0.008542 0.064546 0.081679 0.047414 0.029841 0.076703 0.039468 0.069186 0.00975 0.013096 0.004173
0.06786 0.078737 0.056983 0.061625 0.049247 0.038796 0.062517 0.015074 0.016009 0.013515 0.064321 0.081541 0.047102 0.025346 0.083362 0.040621 0.069821 0.011421 0.016354 0.0032
0.060873 0.078751 0.042995 0.048657 0.033558 0.040817 0.061945 0.01969 0.020388 0.018526 0.067195 0.081491 0.052899 0.033175 0.085772 0.041694 0.070363 0.013026 0.019279 0.002603
0.05514 0.078756 0.031525 0.039242 0.018662 0.042626 0.061316 0.023935 0.024415 0.023135 0.072119 0.081474 0.062764 0.048436 0.086644 0.043093 0.070857 0.01533 0.023128 0.002334
0.055523 0.078757 0.032289 0.03686 0.024671 0.044074 0.060596 0.027552 0.027844 0.027065 0.077031 0.081467 0.072595 0.063977 0.08696 0.044817 0.071327 0.018306 0.02785 0.0024
0.057338 0.078758 0.035918 0.036803 0.034442 0.045619 0.059781 0.031457 0.032178 0.030255 0.08194 0.081465 0.082415 0.079619 0.087074 0.046837 0.07178 0.021893 0.033339 0.002817
0.059454 0.078758 0.04015 0.037395 0.04474 0.047141 0.058935 0.035346 0.036677 0.033129 0.086847 0.081464 0.09223 0.095298 0.087115 0.049852 0.072214 0.02749 0.040136 0.006413
0.066872 0.078758 0.054986 0.049046 0.064884 0.048693 0.058225 0.03916 0.040593 0.036772 0.091753 0.081464 0.102043 0.110991 0.08713 0.053364 0.072622 0.034106 0.048471 0.010165
0.01604 0.025835 0.006245 0.007075 0.004863 0.01594 0.023223 0.008657 0.009729 0.006869 0.022239 0.031089 0.013389 0.013398 0.013375 0.020082 0.027769 0.012395 0.014174 0.009429
0.03941 0.023359 0.055461 0.057888 0.051415 0.014021 0.020061 0.007982 0.003916 0.014759 0.03668 0.032593 0.040766 0.030133 0.058487 0.018001 0.026622 0.00938 0.011461 0.005911
0.044455 0.020809 0.068101 0.068224 0.067897 0.014616 0.019929 0.009303 0.006277 0.014346 0.03989 0.031344 0.048437 0.031478 0.076703 0.020727 0.028013 0.013441 0.019001 0.004173
0.041293 0.020103 0.062483 0.061625 0.063914 0.014756 0.019957 0.009555 0.008846 0.010737 0.040399 0.030888 0.049911 0.02984 0.083362 0.022982 0.029215 0.016749 0.024878 0.0032
0.034859 0.019848 0.04987 0.048657 0.051892 0.014818 0.02 0.009635 0.011236 0.006968 0.043225 0.030722 0.055728 0.037702 0.085772 0.025137 0.030353 0.019921 0.030311 0.002603
0.027245 0.019758 0.034731 0.033394 0.03696 0.014934 0.020056 0.009812 0.013145 0.004257 0.047071 0.030662 0.063479 0.049581 0.086644 0.027419 0.031519 0.023319 0.03591 0.002334
0.020925 0.019727 0.022123 0.022794 0.021005 0.015246 0.020308 0.010185 0.014281 0.003358 0.052361 0.03064 0.074081 0.066354 0.08696 0.029922 0.032771 0.027073 0.041877 0.0024
0.015726 0.019716 0.011735 0.0132 0.009295 0.016418 0.020643 0.012193 0.016836 0.004455 0.057952 0.030632 0.085271 0.084189 0.087074 0.032571 0.034132 0.03101 0.047926 0.002817
0.016893 0.019712 0.014074 0.015474 0.01174 0.018182 0.021265 0.015099 0.020278 0.006467 0.063544 0.03063 0.096459 0.102065 0.087115 0.035652 0.035556 0.035749 0.053351 0.006413
0.025133 0.019711 0.030554 0.031957 0.028218 0.019829 0.021959 0.017699 0.024407 0.006518 0.069138 0.030629 0.107646 0.119956 0.08713 0.039546 0.03692 0.042171 0.061375 0.010165
0.016109 0.024806 0.007413 0.009061 0.004665 0.017335 0.023897 0.010772 0.013229 0.006678 0.020205 0.025846 0.014565 0.015278 0.013375 0.019433 0.025056 0.01381 0.016438 0.009429
0.040207 0.023828 0.056586 0.057288 0.055415 0.018375 0.024536 0.012213 0.008286 0.018759 0.03386 0.027577 0.040143 0.029136 0.058487 0.015975 0.024789 0.007162 0.007913 0.005911
0.047368 0.024948 0.069789 0.067324 0.073897 0.019281 0.023962 0.0146 0.011152 0.020346 0.036256 0.028286 0.044227 0.024741 0.076703 0.016106 0.023446 0.008766 0.011521 0.004173
0.045185 0.025637 0.064733 0.060425 0.071914 0.019855 0.023563 0.016148 0.014594 0.018737 0.036838 0.028565 0.045111 0.022161 0.083362 0.016246 0.022381 0.010111 0.014258 0.0032
0.039281 0.02588 0.052682 0.047157 0.061892 0.020455 0.023172 0.017738 0.018201 0.016968 0.040866 0.028668 0.053063 0.033438 0.085772 0.016744 0.021773 0.011715 0.017183 0.002603
0.032035 0.025965 0.038106 0.031594 0.04896 0.021199 0.022752 0.019647 0.021681 0.016257 0.04636 0.028705 0.064014 0.050436 0.086644 0.017973 0.022039 0.013908 0.020852 0.002334
0.025853 0.025994 0.025712 0.020136 0.035005 0.022168 0.022279 0.022058 0.024878 0.017358 0.052056 0.028719 0.075394 0.068454 0.08696 0.019652 0.022292 0.017011 0.025778 0.0024
0.024131 0.026004 0.022258 0.023197 0.020694 0.023401 0.021742 0.02506 0.027822 0.020455 0.057747 0.028724 0.086771 0.086589 0.087074 0.021893 0.022536 0.02125 0.032309 0.002817
0.025181 0.026008 0.024355 0.030782 0.013643 0.024806 0.021172 0.02844 0.030823 0.024467 0.063436 0.028725 0.098146 0.104765 0.087115 0.025159 0.022769 0.027549 0.040231 0.006413
0.029275 0.026009 0.032541 0.040183 0.019804 0.026156 0.020848 0.031465 0.034407 0.026561 0.069124 0.028726 0.109521 0.122956 0.08713 0.028509 0.022987 0.034031 0.04835 0.010165
