0.325000 0.565000 0.735000 0.695000 0.865000 0.380000 0.510000 0.515000 0.537000 0.504000 0.508000 0.516500 0.513500 0.515500 0.514000 0.516000 
0.325000 0.565000 0.735000 0.695000 0.865000 0.380000 0.510000 0.515000 0.574000 0.508000 0.516000 0.533000 0.527000 0.531000 0.528000 0.532000 
0.325000 0.565000 0.735000 0.695000 0.865000 0.380000 0.510000 0.515000 0.611000 0.512000 0.524000 0.549500 0.540500 0.546500 0.542000 0.548000 
0.325000 0.565000 0.735000 0.695000 0.865000 0.380000 0.510000 0.515000 0.648000 0.516000 0.532000 0.566000 0.554000 0.562000 0.556000 0.564000 
0.325000 0.565000 0.735000 0.695000 0.865000 0.380000 0.510000 0.515000 0.685000 0.520000 0.540000 0.582500 0.567500 0.577500 0.570000 0.580000 
0.325000 0.565000 0.735000 0.695000 0.865000 0.380000 0.510000 0.515000 0.722000 0.524000 0.548000 0.599000 0.581000 0.593000 0.584000 0.596000 
0.325000 0.565000 0.735000 0.695000 0.865000 0.380000 0.510000 0.515000 0.759000 0.528000 0.556000 0.615500 0.594500 0.608500 0.598000 0.612000 
0.325000 0.565000 0.735000 0.695000 0.865000 0.380000 0.510000 0.515000 0.796000 0.532000 0.564000 0.632000 0.608000 0.624000 0.612000 0.628000 
0.325000 0.565000 0.735000 0.695000 0.865000 0.380000 0.510000 0.515000 0.833000 0.536000 0.572000 0.648500 0.621500 0.639500 0.626000 0.644000 
0.325000 0.565000 0.735000 0.695000 0.865000 0.380000 0.510000 0.515000 0.870000 0.540000 0.580000 0.665000 0.635000 0.655000 0.640000 0.660000 
