0.330000 0.515000 0.625000 0.670000 0.885000 0.415000 0.515000 0.525000 0.543500 0.504500 0.512500 0.523500 0.520500 0.516500 0.518000 0.519500 
0.330000 0.515000 0.625000 0.670000 0.885000 0.415000 0.515000 0.525000 0.587000 0.509000 0.525000 0.547000 0.541000 0.533000 0.536000 0.539000 
0.330000 0.515000 0.625000 0.670000 0.885000 0.415000 0.515000 0.525000 0.630500 0.513500 0.537500 0.570500 0.561500 0.549500 0.554000 0.558500 
0.330000 0.515000 0.625000 0.670000 0.885000 0.415000 0.515000 0.525000 0.674000 0.518000 0.550000 0.594000 0.582000 0.566000 0.572000 0.578000 
0.330000 0.515000 0.625000 0.670000 0.885000 0.415000 0.515000 0.525000 0.717500 0.522500 0.562500 0.617500 0.602500 0.582500 0.590000 0.597500 
0.330000 0.515000 0.625000 0.670000 0.885000 0.415000 0.515000 0.525000 0.761000 0.527000 0.575000 0.641000 0.623000 0.599000 0.608000 0.617000 
0.330000 0.515000 0.625000 0.670000 0.885000 0.415000 0.515000 0.525000 0.804500 0.531500 0.587500 0.664500 0.643500 0.615500 0.626000 0.636500 
0.330000 0.515000 0.625000 0.670000 0.885000 0.415000 0.515000 0.525000 0.848000 0.536000 0.600000 0.688000 0.664000 0.632000 0.644000 0.656000 
0.330000 0.515000 0.625000 0.670000 0.885000 0.415000 0.515000 0.525000 0.891500 0.540500 0.612500 0.711500 0.684500 0.648500 0.662000 0.675500 
0.330000 0.515000 0.625000 0.670000 0.885000 0.415000 0.515000 0.525000 0.935000 0.545000 0.625000 0.735000 0.705000 0.665000 0.680000 0.695000
