-0.33 0.11 0.3 0.36 0.84 -0.26 0 0 0.062 0.022 0.033 0.055 0.024 0 0 0
-0.33 0.11 0.3 0.36 0.84 -0.26 0 0 0.124 0.044 0.066 0.11 0.048 0 0 0
-0.33 0.11 0.3 0.36 0.84 -0.26 0 0 0.186 0.066 0.099 0.165 0.072 0 0 0
-0.33 0.11 0.3 0.36 0.84 -0.26 0 0 0.248 0.088 0.132 0.22 0.096 0 0 0
-0.33 0.11 0.3 0.36 0.84 -0.26 0 0 0.31 0.11 0.165 0.275 0.12 0 0 0
-0.33 0.11 0.3 0.36 0.84 -0.26 0 0 0.372 0.132 0.198 0.33 0.144 0 0 0
-0.33 0.11 0.3 0.36 0.84 -0.26 0 0 0.434 0.154 0.231 0.385 0.168 0 0 0
-0.33 0.11 0.3 0.36 0.84 -0.26 0 0 0.496 0.176 0.264 0.44 0.192 0 0 0
-0.33 0.11 0.3 0.36 0.84 -0.26 0 0 0.558 0.198 0.297 0.495 0.216 0 0 0
-0.33 0.11 0.3 0.36 0.84 -0.26 0 0 0.62 0.22 0.33 0.55 0.24 0 0 0
