0.032681 0.055186 0.010176 0.004309 0.019952
0.057734 0.055487 0.059980 0.069256 0.044520
0.063879 0.059898 0.067861 0.078077 0.050834
0.060475 0.061625 0.059324 0.070783 0.040226
0.053505 0.062254 0.044756 0.057574 0.023391
0.048133 0.062476 0.033790 0.042230 0.019722
0.043982 0.062554 0.025410 0.030482 0.016956
0.045387 0.062581 0.028193 0.023871 0.035396
0.048963 0.062590 0.035336 0.023230 0.055513
0.054563 0.062594 0.046533 0.029055 0.075662
0.021544 0.030005 0.013084 0.006763 0.023619
0.049418 0.036106 0.062730 0.069256 0.051853
0.054558 0.036776 0.072341 0.078644 0.061834
0.052186 0.038112 0.066261 0.073082 0.054893
0.046424 0.038608 0.054241 0.061750 0.041725
0.039450 0.038780 0.040120 0.048359 0.026389
0.032676 0.038840 0.026511 0.034246 0.013620
0.028363 0.038861 0.017865 0.020932 0.012754
0.027798 0.038868 0.016728 0.013257 0.022513
0.033984 0.038871 0.029097 0.023158 0.038995
0.022826 0.029006 0.016646 0.011263 0.025619
0.047861 0.031777 0.063946 0.068801 0.055853
0.052976 0.031173 0.074778 0.078944 0.067834
0.050302 0.031093 0.069511 0.073482 0.062893
0.044686 0.031068 0.058303 0.062250 0.051725
0.038027 0.031059 0.044995 0.048959 0.038389
0.033315 0.031055 0.035576 0.038949 0.029953
0.032872 0.031054 0.034690 0.039584 0.026533
0.033685 0.031053 0.036316 0.044270 0.023061
0.035436 0.031053 0.039818 0.051867 0.019737
0.024382 0.033367 0.015396 0.009663 0.024952
0.051904 0.039202 0.064605 0.070656 0.054520
0.055157 0.035516 0.074799 0.080177 0.065834
0.051523 0.034036 0.069011 0.074282 0.060226
0.045577 0.033477 0.057678 0.063250 0.048391
0.038761 0.033276 0.044245 0.050159 0.034389
0.032455 0.033206 0.031704 0.038949 0.019629
0.030435 0.033181 0.027690 0.039584 0.007866
0.031380 0.033172 0.029588 0.040197 0.011908
0.034669 0.033169 0.036168 0.042472 0.025662
0.021454 0.027762 0.015146 0.010363 0.023119
0.041041 0.020637 0.061446 0.067801 0.050853
0.044901 0.018773 0.071028 0.077444 0.060334
0.041244 0.017977 0.064511 0.071482 0.052893
0.034872 0.017690 0.052053 0.059750 0.039225
0.027543 0.017591 0.037495 0.045959 0.023389
0.022193 0.017556 0.026830 0.032649 0.017132
0.022033 0.017544 0.026523 0.032384 0.016753
0.025849 0.017540 0.034159 0.038447 0.027013
0.033436 0.017538 0.049334 0.052538 0.043995
0.036706 0.053499 0.019913 0.006228 0.042721
0.065262 0.055410 0.075113 0.069728 0.084090
0.071828 0.060289 0.083368 0.078304 0.091807
0.067822 0.062171 0.073473 0.069501 0.080094
0.059912 0.062836 0.056987 0.054285 0.061491
0.050643 0.063064 0.038222 0.036835 0.040534
0.042590 0.063141 0.022039 0.022325 0.021562
0.040487 0.063167 0.017807 0.019038 0.015756
0.044594 0.063176 0.026012 0.026396 0.025372
0.052559 0.063179 0.041939 0.038588 0.047523
0.029167 0.035102 0.023232 0.009638 0.045888
0.059865 0.039742 0.079988 0.073728 0.090423
0.065831 0.041205 0.090457 0.083947 0.101307
0.062626 0.042463 0.082789 0.076806 0.092760
0.055760 0.042873 0.068647 0.063441 0.077324
0.047647 0.043009 0.052285 0.047936 0.059534
0.039113 0.043055 0.035170 0.031707 0.040943
0.032632 0.043070 0.022193 0.022260 0.022081
0.033850 0.043075 0.024625 0.031161 0.013733
0.039820 0.043077 0.036562 0.048985 0.015856
0.029432 0.031506 0.027357 0.014538 0.048721
0.054677 0.028865 0.080489 0.071128 0.096090
0.059087 0.026967 0.091207 0.080047 0.109807
0.055078 0.026367 0.083789 0.071606 0.104094
0.048030 0.026163 0.069897 0.056941 0.091491
0.039939 0.026093 0.053785 0.040136 0.076534
0.037457 0.026069 0.048845 0.041687 0.060776
0.037901 0.026061 0.049742 0.050562 0.048375
0.040090 0.026058 0.054121 0.059454 0.045233
0.043715 0.026057 0.061372 0.072951 0.042074
0.033073 0.040102 0.026045 0.012938 0.047888
