0.335000 0.555000 0.650000 0.680000 0.920000 0.370000 0.500000 0.500000 0.531000 0.511000 0.516500 0.527500 0.512000 0.500000 0.500000 0.500000 
0.335000 0.555000 0.650000 0.680000 0.920000 0.370000 0.500000 0.500000 0.562000 0.522000 0.533000 0.555000 0.524000 0.500000 0.500000 0.500000 
0.335000 0.555000 0.650000 0.680000 0.920000 0.370000 0.500000 0.500000 0.593000 0.533000 0.549500 0.582500 0.536000 0.500000 0.500000 0.500000 
0.335000 0.555000 0.650000 0.680000 0.920000 0.370000 0.500000 0.500000 0.624000 0.544000 0.566000 0.610000 0.548000 0.500000 0.500000 0.500000 
0.335000 0.555000 0.650000 0.680000 0.920000 0.370000 0.500000 0.500000 0.655000 0.555000 0.582500 0.637500 0.560000 0.500000 0.500000 0.500000 
0.335000 0.555000 0.650000 0.680000 0.920000 0.370000 0.500000 0.500000 0.686000 0.566000 0.599000 0.665000 0.572000 0.500000 0.500000 0.500000 
0.335000 0.555000 0.650000 0.680000 0.920000 0.370000 0.500000 0.500000 0.717000 0.577000 0.615500 0.692500 0.584000 0.500000 0.500000 0.500000 
0.335000 0.555000 0.650000 0.680000 0.920000 0.370000 0.500000 0.500000 0.748000 0.588000 0.632000 0.720000 0.596000 0.500000 0.500000 0.500000 
0.335000 0.555000 0.650000 0.680000 0.920000 0.370000 0.500000 0.500000 0.779000 0.599000 0.648500 0.747500 0.608000 0.500000 0.500000 0.500000 
0.335000 0.555000 0.650000 0.680000 0.920000 0.370000 0.500000 0.500000 0.810000 0.610000 0.665000 0.775000 0.620000 0.500000 0.500000 0.500000
