0.33	0.515	0.625	0.67	0.885	0.415	0.515	0.525	0.087	0.009	0.025	0.047	0.041	0.033	0.036	0.039
0.33	0.515	0.625	0.67	0.885	0.415	0.515	0.525	0.174	0.018	0.05	0.094	0.082	0.066	0.072	0.078
0.33	0.515	0.625	0.67	0.885	0.415	0.515	0.525	0.261	0.027	0.075	0.141	0.123	0.099	0.108	0.117
0.33	0.515	0.625	0.67	0.885	0.415	0.515	0.525	0.348	0.036	0.1	0.188	0.164	0.132	0.144	0.156
0.33	0.515	0.625	0.67	0.885	0.415	0.515	0.525	0.435	0.045	0.125	0.235	0.205	0.165	0.18	0.195
0.33	0.515	0.625	0.67	0.885	0.415	0.515	0.525	0.522	0.054	0.15	0.282	0.246	0.198	0.216	0.234
0.33	0.515	0.625	0.67	0.885	0.415	0.515	0.525	0.609	0.063	0.175	0.329	0.287	0.231	0.252	0.273
0.33	0.515	0.625	0.67	0.885	0.415	0.515	0.525	0.696	0.072	0.2	0.376	0.328	0.264	0.288	0.312
0.33	0.515	0.625	0.67	0.885	0.415	0.515	0.525	0.783	0.081	0.225	0.423	0.369	0.297	0.324	0.351
0.33	0.515	0.625	0.67	0.885	0.415	0.515	0.525	0.87	0.09	0.25	0.47	0.41	0.33	0.36	0.39
