0.295	0.555	0.745	0.645	0.785	0.385	0.46	0.5	0.064	0.016	0.044	0.035	0.039	0.035	0.037	0.042
0.295	0.555	0.745	0.645	0.785	0.385	0.46	0.5	0.128	0.032	0.088	0.07	0.078	0.07	0.074	0.084
0.295	0.555	0.745	0.645	0.785	0.385	0.46	0.5	0.192	0.048	0.132	0.105	0.117	0.105	0.111	0.126
0.295	0.555	0.745	0.645	0.785	0.385	0.46	0.5	0.256	0.064	0.176	0.14	0.156	0.14	0.148	0.168
0.295	0.555	0.745	0.645	0.785	0.385	0.46	0.5	0.32	0.08	0.22	0.175	0.195	0.175	0.185	0.21
0.295	0.555	0.745	0.645	0.785	0.385	0.46	0.5	0.384	0.096	0.264	0.21	0.234	0.21	0.222	0.252
0.295	0.555	0.745	0.645	0.785	0.385	0.46	0.5	0.448	0.112	0.308	0.245	0.273	0.245	0.259	0.294
0.295	0.555	0.745	0.645	0.785	0.385	0.46	0.5	0.512	0.128	0.352	0.28	0.312	0.28	0.296	0.336
0.295	0.555	0.745	0.645	0.785	0.385	0.46	0.5	0.576	0.144	0.396	0.315	0.351	0.315	0.333	0.378
0.295	0.555	0.745	0.645	0.785	0.385	0.46	0.5	0.64	0.16	0.44	0.35	0.39	0.35	0.37	0.42
