0.295	0.57	0.745	0.625	0.785	0.385	0.46	0.5	0.081	0.031	0.014	0.029	0.052	0	0	0
0.295	0.57	0.745	0.625	0.785	0.385	0.46	0.5	0.162	0.062	0.028	0.058	0.104	0	0	0
0.295	0.57	0.745	0.625	0.785	0.385	0.46	0.5	0.243	0.093	0.042	0.087	0.156	0	0	0
0.295	0.57	0.745	0.625	0.785	0.385	0.46	0.5	0.324	0.124	0.056	0.116	0.208	0	0	0
0.295	0.57	0.745	0.625	0.785	0.385	0.46	0.5	0.405	0.155	0.07	0.145	0.26	0	0	0
0.295	0.57	0.745	0.625	0.785	0.385	0.46	0.5	0.486	0.186	0.084	0.174	0.312	0	0	0
0.295	0.57	0.745	0.625	0.785	0.385	0.46	0.5	0.567	0.217	0.098	0.203	0.364	0	0	0
0.295	0.57	0.745	0.625	0.785	0.385	0.46	0.5	0.648	0.248	0.112	0.232	0.416	0	0	0
0.295	0.57	0.745	0.625	0.785	0.385	0.46	0.5	0.729	0.279	0.126	0.261	0.468	0	0	0
0.295	0.57	0.745	0.625	0.785	0.385	0.46	0.5	0.81	0.31	0.14	0.29	0.52	0	0	0
